Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
"15/04/2017,""VALLE"",""CALI (CT)"",""Sábado"",""17:10:00"",""VALLADO E15"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",16,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"16/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""22:00:00"",""MOJICA E15"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",20,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"16/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""22:50:00"",""ALIRIO MORA BELTRAN E14"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",15,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""ESTUDIANTE"",""-"",""SECUNDARIA"",76001000,1"
"16/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""0:22:00"",""VILLA BLANCA E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",28,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"17/04/2017,""VALLE"",""CALI (CT)"",""Lunes"",""20:00:00"",""SAN JUDAS TADEO I E10"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""CONDUCTOR MOTOCICLETA"",22,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"17/04/2017,""VALLE"",""CALI (CT)"",""Lunes"",""4:30:00"",""SINDICAL E12"",""URBANA"",""VIAS PUBLICAS"",""CONTUNDENTES"",""A PIE"",""A PIE"",42,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"17/04/2017,""VALLE"",""CALI (CT)"",""Lunes"",""14:25:00"",""OBRERO E9"",""URBANA"",""DENTRO DE LA VIVIENDA"",""ARMA DE FUEGO"",""CONDUCTOR MOTOCICLETA"",""A PIE"",28,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""COMERCIANTE"",""-"",""SECUNDARIA"",76001000,1"
"17/04/2017,""VALLE"",""CALI (CT)"",""Lunes"",""14:25:00"",""OBRERO E9"",""URBANA"",""DENTRO DE LA VIVIENDA"",""ARMA DE FUEGO"",""CONDUCTOR MOTOCICLETA"",""A PIE"",54,""MASCULINO"",""VIUDO"",""COLOMBIA"",""COMERCIANTE"",""-"",""PRIMARIA"",76001000,1"
"17/04/2017,""VALLE"",""CALI (CT)"",""Lunes"",""21:52:00"",""POPULAR E4"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",28,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"18/04/2017,""VALLE"",""CALI (CT)"",""Martes"",""21:50:00"",""RODRIGO LARA BONILLA E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",25,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"18/04/2017,""VALLE"",""CALI (CT)"",""Martes"",""21:50:00"",""RODRIGO LARA BONILLA E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",30,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"18/04/2017,""VALLE"",""CALI (CT)"",""Martes"",""21:45:00"",""NUEVA FLORESTA E12"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",22,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""COMERCIANTE"",""-"",""SECUNDARIA"",76001000,1"
"18/04/2017,""VALLE"",""CALI (CT)"",""Martes"",""2:20:00"",""MANUELA BELTRAN E14"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",42,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"18/04/2017,""VALLE"",""CALI (CT)"",""Martes"",""9:44:00"",""ALIRIO MORA BELTRAN E14"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",37,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"19/04/2017,""VALLE"",""CALI (CT)"",""Miércoles"",""23:50:00"",""LLERAS CAMARGO E20"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",21,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"19/04/2017,""VALLE"",""CALI (CT)"",""Miércoles"",""0:15:00"",""VILLA DEL LAGO E13"",""URBANA"",""FRENTE A RESIDENCIAS - VIA PUBLICA"",""CONTUNDENTES"",""A PIE"",""A PIE"",45,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"19/04/2017,""VALLE"",""CALI (CT)"",""Miércoles"",""18:01:00"",""OBRERO E9"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",19,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"20/04/2017,""VALLE"",""CALI (CT)"",""Jueves"",""16:50:00"",""EL VERGEL E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",15,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"21/04/2017,""VALLE"",""CALI (CT)"",""Viernes"",""22:00:00"",""LA FORTALEZA E11"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",20,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"21/04/2017,""VALLE"",""CALI (CT)"",""Viernes"",""20:06:00"",""REPUBLICA ISRAEL E16"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",25,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"22/04/2017,""VALLE"",""CALI (CT)"",""Sábado"",""23:50:00"",""UNION DE VIVIENDA POPULAR E16"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",20,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"22/04/2017,""VALLE"",""CALI (CT)"",""Sábado"",""13:40:00"",""BRETAÑA E9"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",30,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"22/04/2017,""VALLE"",""CALI (CT)"",""Sábado"",""2:29:00"",""VILLA SAN MARCOS E14"",""URBANA"",""VIAS PUBLICAS"",""ARMA BLANCA / CORTOPUNZANTE"",""A PIE"",""A PIE"",19,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"23/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""21:00:00"",""PIZAMOS I E21"",""URBANA"",""DENTRO DE LA VIVIENDA"",""ARMA BLANCA / CORTOPUNZANTE"",""A PIE"",""A PIE"",5,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""ESTUDIANTE"",""-"",""PRIMARIA"",76001000,1"
"23/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""21:00:00"",""PIZAMOS I E21"",""URBANA"",""DENTRO DE LA VIVIENDA"",""ARMA BLANCA / CORTOPUNZANTE"",""A PIE"",""A PIE"",45,""FEMENINO"",""SOLTERO"",""COLOMBIA"",""AMA DE CASA"",""-"",""SECUNDARIA"",76001000,1"
"23/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""0:40:00"",""CHARCO AZUL E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA BLANCA / CORTOPUNZANTE"",""A PIE"",""A PIE"",52,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"23/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""4:50:00"",""SAN JUAN BOSCO E3"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",15,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""ESTUDIANTE"",""-"",""SECUNDARIA"",76001000,1"
"23/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""4:45:00"",""MARROQUIN I E14"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",31,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""PRIMARIA"",76001000,1"
"23/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""4:45:00"",""MOJICA E15"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""CONDUCTOR MOTOCICLETA"",""A PIE"",29,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""INDEPENDIENTE"",""-"",""PRIMARIA"",76001000,1"
"24/04/2017,""VALLE"",""CALI (CT)"",""Lunes"",""1:55:00"",""NORMANDIA E2"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""PASAJERO TAXI"",""PASAJERO VEHICULO"",39,""FEMENINO"",""UNION LIBRE"",""COLOMBIA"",""INDEPENDIENTE"",""-"",""SECUNDARIA"",76001000,1"
"25/04/2017,""VALLE"",""CALI (CT)"",""Martes"",""21:40:00"",""LOS COMUNEROS I E15"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""PASAJERO VEHICULO"",""BICICLETA"",30,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"25/04/2017,""VALLE"",""CALI (CT)"",""Martes"",""19:20:00"",""ALFONSO LOPEZ II E7"",""URBANA"",""DENTRO DE LA VIVIENDA"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",31,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"26/04/2017,""VALLE"",""CALI (CT)"",""Miércoles"",""8:30:00"",""SILOE E20"",""URBANA"",""VIAS PUBLICAS"",""ARMA BLANCA / CORTOPUNZANTE"",""A PIE"",""A PIE"",24,""FEMENINO"",""UNION LIBRE"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"26/04/2017,""VALLE"",""CALI (CT)"",""Miércoles"",""16:15:00"",""SUCRE E9"",""URBANA"",""VIAS PUBLICAS"",""ARMA BLANCA / CORTOPUNZANTE"",""A PIE"",""A PIE"",21,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"27/04/2017,""VALLE"",""CALI (CT)"",""Jueves"",""21:10:00"",""UNID. BUENO MADRID E4"",""URBANA"",""PARQUES"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",18,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""ESTUDIANTE"",""-"",""SECUNDARIA"",76001000,1"
"28/04/2017,""VALLE"",""CALI (CT)"",""Viernes"",""23:30:00"",""PUERTAS DEL SOL E14"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""PASAJERO MOTOCICLETA"",""A PIE"",18,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""ESTUDIANTE"",""-"",""SECUNDARIA"",76001000,1"
"28/04/2017,""VALLE"",""CALI (CT)"",""Viernes"",""15:35:00"",""LLERAS CAMARGO E20"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""PASAJERO MOTOCICLETA"",""A PIE"",16,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"29/04/2017,""VALLE"",""CALI (CT)"",""Sábado"",""3:30:00"",""EL POBLADO I E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",24,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"29/04/2017,""VALLE"",""CALI (CT)"",""Sábado"",""23:35:00"",""LOS LAGOS E13"",""URBANA"",""PANADERIAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",28,""MASCULINO"",""CASADO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"29/04/2017,""VALLE"",""CALI (CT)"",""Sábado"",""22:08:00"",""LA NUEVA BASE E8"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""PASAJERO MOTOCICLETA"",""A PIE"",26,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""COMERCIANTE"",""-"",""SECUNDARIA"",76001000,1"
"29/04/2017,""VALLE"",""CALI (CT)"",""Sábado"",""22:08:00"",""LA NUEVA BASE E8"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""PASAJERO MOTOCICLETA"",""A PIE"",28,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"30/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""20:30:00"",""URBANIZACION CALIMIO E6"",""URBANA"",""VIAS PUBLICAS"",""ARMA BLANCA / CORTOPUNZANTE"",""A PIE"",""A PIE"",17,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"30/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""19:00:00"",""MARIANO RAMOS E16"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",20,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"30/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""19:00:00"",""VALLE GRANDE E21"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",21,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"30/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""3:00:00"",""3 DE JULIO E19"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",24,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"30/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""0:30:00"",""VALLE GRANDE E21"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",28,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"30/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""3:30:00"",""SAN PEDRO CLAVER E11"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""PASAJERO MOTOCICLETA"",""A PIE"",18,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"30/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""23:50:00"",""LOS CONQUISTADORES E11"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""PASAJERO MOTOCICLETA"",""A PIE"",5,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""ESTUDIANTE"",""-"",""PRIMARIA"",76001000,1"
"30/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""0:05:00"",""VALLE GRANDE E21"",""URBANA"",""BILLARES"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",47,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""INDEPENDIENTE"",""-"",""PRIMARIA"",76001000,1"
"30/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""14:07:00"",""EL RETIRO E15"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",24,""FEMENINO"",""SOLTERO"",""COLOMBIA"",""AMA DE CASA"",""-"",""PRIMARIA"",76001000,1"
"30/04/2017,""VALLE"",""CALI (CT)"",""Domingo"",""23:09:00"",""CIUDAD CORDOBA E15"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",67,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"01/05/2017,""VALLE"",""CALI (CT)"",""Lunes"",""17:50:00"",""ALTO JORDAN E18"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""CONDUCTOR MOTOCICLETA"",29,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""INDEPENDIENTE"",""-"",""SECUNDARIA"",76001000,1"
"01/05/2017,""VALLE"",""CALI (CT)"",""Lunes"",""2:55:00"",""CHARCO AZUL E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""PASAJERO MOTOCICLETA"",""A PIE"",16,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"01/05/2017,""VALLE"",""CALI (CT)"",""Lunes"",""13:11:00"",""SUCRE E9"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""CONDUCTOR VEHICULO"",""A PIE"",22,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"02/05/2017,""VALLE"",""CALI (CT)"",""Martes"",""22:00:00"",""POTRERO GRANDE E21"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",33,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""INDEPENDIENTE"",""-"",""PRIMARIA"",76001000,1"
"02/05/2017,""VALLE"",""CALI (CT)"",""Martes"",""17:00:00"",""LA NUEVA BASE E8"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",32,""FEMENINO"",""SOLTERO"",""COLOMBIA"",""AMA DE CASA"",""-"",""SECUNDARIA"",76001000,1"
"02/05/2017,""VALLE"",""CALI (CT)"",""Martes"",""17:30:00"",""EL VERGEL E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""BICICLETA"",""A PIE"",39,""MASCULINO"",""CASADO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"02/05/2017,""VALLE"",""CALI (CT)"",""Martes"",""23:50:00"",""MOJICA E15"",""URBANA"",""VIAS PUBLICAS"",""ARMA BLANCA / CORTOPUNZANTE"",""A PIE"",""A PIE"",51,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"02/05/2017,""VALLE"",""CALI (CT)"",""Martes"",""23:10:00"",""CGTO MONTEBELLO E1"",""RURAL"",""DENTRO DE LA VIVIENDA"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",45,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"03/05/2017,""VALLE"",""CALI (CT)"",""Miércoles"",""21:55:00"",""JORGE ELIECER GAITAN E6"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",27,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"03/05/2017,""VALLE"",""CALI (CT)"",""Miércoles"",""16:45:00"",""INDUSTRIAL E8"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""PASAJERO VEHICULO"",26,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"03/05/2017,""VALLE"",""CALI (CT)"",""Miércoles"",""20:37:00"",""SECTOR ALTO LOS CHORROS E18"",""URBANA"",""DENTRO DE LA VIVIENDA"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",18,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"03/05/2017,""VALLE"",""CALI (CT)"",""Miércoles"",""20:37:00"",""SECTOR ALTO LOS CHORROS E18"",""URBANA"",""DENTRO DE LA VIVIENDA"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",20,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"04/05/2017,""VALLE"",""CALI (CT)"",""Jueves"",""22:00:00"",""LOS NARANJOS I E14"",""URBANA"",""VIAS PUBLICAS"",""CONTUNDENTES"",""A PIE"",""A PIE"",70,""FEMENINO"",""DIVORCIADO"",""COLOMBIA"",""AMA DE CASA"",""-"",""SECUNDARIA"",76001000,1"
"04/05/2017,""VALLE"",""CALI (CT)"",""Jueves"",""14:23:00"",""VALLE GRANDE E21"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",34,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"05/05/2017,""VALLE"",""CALI (CT)"",""Viernes"",""10:00:00"",""SILOE E20"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",33,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"05/05/2017,""VALLE"",""CALI (CT)"",""Viernes"",""10:00:00"",""SILOE E20"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",34,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"05/05/2017,""VALLE"",""CALI (CT)"",""Viernes"",""16:20:00"",""SANTA ROSA E3"",""URBANA"",""PARQUEADERO"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",30,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"06/05/2017,""VALLE"",""CALI (CT)"",""Sábado"",""13:00:00"",""CALIMIO DESEPAZ E21"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",49,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"06/05/2017,""VALLE"",""CALI (CT)"",""Sábado"",""21:05:00"",""MANUELA BELTRAN E14"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",16,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"06/05/2017,""VALLE"",""CALI (CT)"",""Sábado"",""22:54:00"",""EL REMANSO E21"",""URBANA"",""VIAS PUBLICAS"",""ARMA BLANCA / CORTOPUNZANTE"",""A PIE"",""A PIE"",15,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"07/05/2017,""VALLE"",""CALI (CT)"",""Domingo"",""21:30:00"",""VERSALLES E2"",""URBANA"",""CONSTRUCCION"",""CONTUNDENTES"",""A PIE"",""A PIE"",23,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""EMPLEADO PARTICULAR"",""-"",""SECUNDARIA"",76001000,1"
"07/05/2017,""VALLE"",""CALI (CT)"",""Domingo"",""3:10:00"",""EL POBLADO I E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",25,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"07/05/2017,""VALLE"",""CALI (CT)"",""Domingo"",""3:20:00"",""CALYPSO E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA BLANCA / CORTOPUNZANTE"",""A PIE"",""A PIE"",22,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"07/05/2017,""VALLE"",""CALI (CT)"",""Domingo"",""6:10:00"",""SANTA ELENA E10"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",20,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"07/05/2017,""VALLE"",""CALI (CT)"",""Domingo"",""10:10:00"",""ATANASIO GIRARDOT E8"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",45,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"07/05/2017,""VALLE"",""CALI (CT)"",""Domingo"",""5:35:00"",""CHARCO AZUL E13"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",25,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""DESEMPLEADO"",""-"",""PRIMARIA"",76001000,1"
"08/05/2017,""VALLE"",""CALI (CT)"",""Lunes"",""21:00:00"",""BRETAÑA E9"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",30,""MASCULINO"",""SOLTERO"",""COLOMBIA"",""INDEPENDIENTE"",""-"",""SECUNDARIA"",76001000,1"
"08/05/2017,""VALLE"",""CALI (CT)"",""Lunes"",""1:00:00"",""EL RODEO E12"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""A PIE"",""A PIE"",20,""MASCULINO"",""UNION LIBRE"",""COLOMBIA"",""DESEMPLEADO"",""-"",""SECUNDARIA"",76001000,1"
"09/05/2017,""VALLE"",""CALI (CT)"",""Martes"",""21:20:00"",""EL INGENIO E17"",""URBANA"",""VIAS PUBLICAS"",""ARMA DE FUEGO"",""PASAJERO MOTOCICLETA"",""A PIE"",47,""MASCULINO"",""CASADO"",""COLOMBIA"",""COMERCIANTE"",""-"",""SECUNDARIA"",76001000,1"
